TimeStep,Precip_mm,Precip_m
10/27/2007 04,0.7,0.0007
10/27/2007 05,2.6,0.0026
10/27/2007 06,1.9,0.0019
10/27/2007 07,0.6,0.0006
10/27/2007 08,1,0.001
10/27/2007 09,0,0
10/27/2007 10,0,0
10/27/2007 11,0,0
10/27/2007 12,0,0
10/27/2007 13,0,0
10/27/2007 14,0,0
10/27/2007 15,0,0
10/27/2007 16,0,0
10/27/2007 17,0,0
10/27/2007 18,0,0
10/27/2007 19,0,0
10/27/2007 20,0,0
10/27/2007 21,0,0
10/27/2007 22,0,0
10/27/2007 23,0,0
10/28/2007 00,0.2,0.0002
10/28/2007 01,0,0
10/28/2007 02,0,0
10/28/2007 03,0,0
10/28/2007 04,0,0
10/28/2007 05,0,0
10/28/2007 06,0,0
10/28/2007 07,0,0
10/28/2007 08,0,0
10/28/2007 09,0,0
10/28/2007 10,0,0
10/28/2007 11,0,0
10/28/2007 12,0,0
10/28/2007 13,0,0
10/28/2007 14,0,0
10/28/2007 15,0,0
10/28/2007 16,0,0
10/28/2007 17,0,0
10/28/2007 18,0,0
10/28/2007 19,0,0
10/28/2007 20,0,0
10/28/2007 21,0,0
10/28/2007 22,0,0
10/28/2007 23,0,0
10/29/2007 00,0,0
10/29/2007 01,0,0
10/29/2007 02,0,0
10/29/2007 03,0,0
10/29/2007 04,0,0
10/29/2007 05,0,0
10/29/2007 06,0,0
10/29/2007 07,0,0
10/29/2007 08,0,0
10/29/2007 09,0,0
10/29/2007 10,0,0
10/29/2007 11,0,0
10/29/2007 12,0,0
10/29/2007 13,0,0
10/29/2007 14,0,0
10/29/2007 15,0,0
10/29/2007 16,0,0
10/29/2007 17,0,0
10/29/2007 18,0,0
10/29/2007 19,0,0
10/29/2007 20,0,0
10/29/2007 21,0,0
10/29/2007 22,0,0
10/29/2007 23,0,0
10/30/2007 00,0,0
10/30/2007 01,0,0
10/30/2007 02,0,0
10/30/2007 03,0,0
10/30/2007 04,0,0
10/30/2007 05,0,0
10/30/2007 06,0,0
10/30/2007 07,0,0
10/30/2007 08,0,0
10/30/2007 09,0,0
10/30/2007 10,0,0
10/30/2007 11,0,0
10/30/2007 12,0,0
10/30/2007 13,0,0
10/30/2007 14,0,0
10/30/2007 15,0,0
10/30/2007 16,0,0
10/30/2007 17,0,0
10/30/2007 18,0,0
10/30/2007 19,0,0
10/30/2007 20,0,0
10/30/2007 21,0,0
10/30/2007 22,0,0
10/30/2007 23,0,0
10/31/2007 00,0,0
10/31/2007 01,0,0
10/31/2007 02,0,0
10/31/2007 03,0,0
10/31/2007 04,0,0
10/31/2007 05,0,0
10/31/2007 06,0,0
10/31/2007 07,0,0
10/31/2007 08,0,0
10/31/2007 09,0,0
10/31/2007 10,0,0
10/31/2007 11,0,0
10/31/2007 12,0,0
10/31/2007 13,0,0
10/31/2007 14,0,0
10/31/2007 15,0,0
10/31/2007 16,0,0
10/31/2007 17,0,0
10/31/2007 18,0,0
10/31/2007 19,0,0
10/31/2007 20,0,0
10/31/2007 21,0,0
10/31/2007 22,0,0
10/31/2007 23,0,0
